,filename,measure,current_chord,next_chord,current_position,next_position
3387,359,24.5,C5,Ab5,x.3.5.x.x.x,4.6.x.x.x.x
3388,359,15.5,C5,C5,x.3.5.x.x.x,8.10.x.x.x.x
3389,361,13.5,Cm7,Cm6,8.10.8.8.11.8,8.10.8.8.10.8
3390,361,14.5,Cm6,Gm7,8.10.8.8.10.8,x.10.12.10.11.10
3391,361,18.0,Gm/D,D7,10.13.x.12.x.x,10.12.10.11.x.x
3392,361,17.5,Eb7,Gm/D,11.13.11.12.x.x,10.13.x.12.x.x
3393,361,18.5,D7,Gm7,10.12.10.11.x.x,x.10.12.10.11.10
3394,361,33.0,Gm7,Gbm7,x.10.12.10.11.10,x.9.11.9.10.9
3395,361,33.5,Gbm7,Gm7,x.9.11.9.10.9,x.10.12.10.11.10
3396,361,78.5,D7,Cm7,10.12.10.11.x.x,8.10.8.8.11.8
3397,361,58.5,Gbm7,Gbm7,x.9.11.9.10.9,x.9.11.9.10.9
3398,361,36.5,Gm7,Cm7,x.10.12.10.11.10,8.10.8.8.11.8
3399,364,5.0,Dsus2,D,x.x.0.2.3.0,x.x.0.2.3.2
3400,364,28.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
3401,364,19.5,E,A,0.2.2.1.0.0,x.0.2.2.2.x
3402,364,17.5,Bm,Bm,x.2.4.4.3.2,x.2.4.4.3.2
3403,364,16.5,D,Bm,x.x.0.2.3.2,x.2.4.4.3.2
3404,364,13.5,A,Asus2,x.0.2.2.2.x,x.0.2.2.0.x
3405,364,18.5,Bm,E,x.2.4.4.3.2,0.2.2.1.0.0
3406,364,5.5,D,Asus2,x.x.0.2.3.2,x.0.2.2.0.x
3407,364,10.5,G,Dsus2,3.2.0.0.0.x,x.x.0.2.3.0
3408,364,9.5,D,G,x.x.0.2.3.2,3.2.0.0.0.x
3409,364,8.5,A,Dsus2,x.0.2.2.2.x,x.x.0.2.3.0
3410,364,7.5,G,Asus2,3.2.0.0.0.x,x.0.2.2.0.x
3411,364,6.5,A,G,x.0.2.2.2.x,3.2.0.0.0.x
3412,364,6.0,Asus2,A,x.0.2.2.0.x,x.0.2.2.2.x
3413,366,16.5,Fm,Bb,x.x.x.10.9.8,x.x.x.7.6.6
3414,366,4.5,G,Cm,x.x.x.7.8.7,x.x.x.8.8.8
3415,366,5.5,Cm,Fm,x.x.x.8.8.8,x.x.x.10.9.8
3416,366,6.5,Fm,G7,x.x.x.10.9.8,x.x.x.7.6.7
3417,366,7.5,G7,G,x.x.x.7.6.7,x.x.x.7.8.7
3418,366,17.0,Bb,D#6,x.x.x.7.6.6,x.x.x.8.8.8
3419,366,17.5,D#6,Cm,x.x.x.8.8.8,x.x.x.8.8.8
3420,366,15.5,G7,Cm,x.x.x.7.6.7,x.x.x.8.8.8
3421,366,23.0,Ab,G,x.x.x.5.4.4,x.x.x.4.3.3
3422,366,49.5,D#,G7,x.x.x.8.8.6,x.x.x.7.6.7
3423,366,63.5,G,Cm,x.x.x.4.3.3,x.x.x.8.8.8
3424,366,22.0,Cm,F,x.x.x.8.8.8,x.x.x.5.6.5
3425,366,48.5,Fm,D#,x.x.x.10.9.8,x.x.x.8.8.6
3426,366,47.5,G7,Fm,x.x.x.7.6.7,x.x.x.10.9.8
3427,366,23.5,G,G,x.x.x.4.3.3,x.x.x.7.8.7
3428,366,22.5,F,Ab,x.x.x.5.6.5,x.x.x.5.4.4
3429,367,46.5,G/B,A,x.x.x.4.3.3,x.x.7.6.5.5
3430,367,42.5,G/A,A,x.0.5.4.3.3,x.x.7.6.5.5
3431,369,26.5,Asus2,Fmaj7,x.0.2.2.0.0,x.x.3.2.1.0
3432,369,25.5,Fmaj7(#11)/A,Asus2,x.0.3.2.0.0,x.0.2.2.0.0
3433,369,24.5,F#m11/A,Fmaj7(#11)/A,x.0.4.2.0.0,x.0.3.2.0.0
3434,369,23.5,Fmaj7(#11)/A,F#m11/A,x.0.3.2.0.0,x.0.4.2.0.0
3435,369,22.5,Asus2,Fmaj7(#11)/A,x.0.2.2.0.0,x.0.3.2.0.0
3436,369,17.5,Fsus2,Asus2,x.3.3.0.1.1,x.0.2.2.0.0
3437,369,27.5,Fmaj7,F#m,x.x.3.2.1.0,x.x.4.2.2.2
3438,369,28.5,F#m,Dm,x.x.4.2.2.2,x.x.0.2.3.1
3439,369,16.5,Dadd9add11,Fsus2,5.5.4.0.3.0,x.3.3.0.1.1
3440,370,68.5,Fdim7,C/E,x.8.9.7.9.x,x.7.10.9.8.x
3441,370,66.5,Ab/Eb,Ddim7,11.x.10.8.9.x,x.5.6.4.6.x
3442,370,65.5,Edim7,Fm,0.7.8.6.8.0,x.8.10.10.9.8
3443,370,66.0,Fm,Ab/Eb,x.8.10.10.9.8,11.x.10.8.9.x
3444,370,64.5,Ab,Edim7,4.6.6.5.4.4,0.7.8.6.8.0
3445,370,63.5,Eb/G,Absus4,3.x.1.3.4.x,4.6.6.6.4.4
3446,370,64.0,Absus4,Ab,4.6.6.6.4.4,4.6.6.5.4.4
3447,370,62.5,Fm,Eb/G,1.3.3.1.1.1,3.x.1.3.4.x
3448,370,61.5,Bbm,Fm,x.1.3.3.2.1,1.3.3.1.1.1
3449,370,60.5,Cm,Bbm,x.3.5.5.4.3,x.1.3.3.2.1
3450,370,59.5,Fm,Cm,1.3.3.1.1.1,x.3.5.5.4.3
3451,370,56.5,Fm,Fm,1.3.3.1.1.1,1.3.3.1.1.1
3452,370,67.5,Ddim7,Fdim7,x.5.6.4.6.x,x.8.9.7.9.x
3453,374,1.0,Em,D,0.2.2.0.0.x,x.x.0.2.3.2
3454,374,1.5,Dsus4,G,x.x.0.2.3.3,3.2.0.0.0.3
3455,374,0.5,Cadd9,Em,x.3.2.0.3.x,0.2.2.0.0.x
3456,374,1.0,D,Dsus4,x.x.0.2.3.2,x.x.0.2.3.3
3457,374,0.0,G,Cadd9,3.2.0.0.0.3,x.3.2.0.3.x
3458,376,10.0,Dsus2,Cadd9,x.x.0.2.3.0,x.3.2.0.3.0
3459,376,10.0,Cadd9,G6,x.3.2.0.3.0,3.2.0.0.3.0
3460,376,11.0,Dsus2,A,x.x.0.2.3.0,x.0.2.2.2.0
3461,376,10.5,G6,Dsus2,3.2.0.0.3.0,x.x.0.2.3.0
3462,376,11.5,A,Dsus2,x.0.2.2.2.0,x.x.0.2.3.0
3463,376,12.5,G6,A,3.2.0.0.3.0,x.0.2.2.2.0
3464,376,13.5,Dsus2,Dsus2,x.x.0.2.3.0,x.x.0.2.3.0
3465,376,20.5,A,G6,x.0.2.2.2.0,3.2.0.0.3.0
3466,376,24.0,Cadd9,A,x.3.2.0.3.0,x.0.2.2.2.0
3467,378,12.0,Abm,Ab7sus4,4.6.6.4.4.4,4.6.4.6.4.4
3468,378,3.5,E,Abm,x.x.14.13.12.x,x.x.x.13.12.11
3469,378,0.5,Abm,Abm,x.x.x.13.12.11,x.x.x.13.12.11
3470,378,1.5,Abm,E,x.x.x.13.12.11,x.x.14.13.12.x
3471,378,11.5,E,Abm,x.x.14.13.12.x,4.6.6.4.4.4
3472,378,2.5,E,E,x.x.14.13.12.x,x.x.14.13.12.x
3473,378,13.5,Abm,E,4.6.6.4.4.4,0.2.2.1.0.0
3474,378,12.5,Ab7sus4,Abm,4.6.4.6.4.4,4.6.6.4.4.4
3475,378,45.5,B,C#m,x.x.9.8.7.x,x.x.11.9.9.x
3476,378,82.5,F,G,1.3.3.2.1.1,3.5.5.4.3.3
3477,378,46.5,C#m,F#/C#,x.x.11.9.9.x,x.x.11.11.11.x
3478,378,47.5,F#/C#,Abm,x.x.11.11.11.x,x.x.x.13.12.11
3479,378,78.5,G,G,3.5.5.4.3.3,3.5.5.4.3.3
3480,378,79.5,G,Am,3.5.5.4.3.3,5.7.7.5.5.5
3481,378,44.5,E/B,B,x.x.9.9.9.x,x.x.9.8.7.x
3482,379,19.5,A,A,x.0.2.2.2.x,x.0.2.2.2.x
3483,379,16.5,A,Bm,x.0.2.2.2.x,x.2.4.4.3.2
3484,379,57.5,B5,D,x.2.4.4.x.x,x.5.7.7.7.x
3485,379,56.5,A5,B5,x.0.2.2.x.x,x.2.4.4.x.x
3486,379,55.5,A,A5,x.0.2.2.2.x,x.0.2.2.x.x
3487,379,18.5,D,A,x.5.7.7.7.x,x.0.2.2.2.x
3488,379,17.5,Bm,D,x.2.4.4.3.2,x.5.7.7.7.x
3489,381,72.5,Gm,F,3.5.5.3.3.3,1.3.3.2.1.1
3490,381,73.5,F,Bb,1.3.3.2.1.1,x.1.3.3.3.1
3491,381,74.5,Bb,Dm,x.1.3.3.3.1,x.5.7.7.6.5
3492,383,25.5,D5,A5,x.x.0.2.x.x,x.0.2.x.x.x
3493,383,24.5,E5,D5,x.7.9.x.x.x,x.x.0.2.x.x
3494,383,87.0,Bb9,A9,x.13.12.13.13.x,x.12.11.12.12.x
3495,384,18.5,G/D,Am,x.x.12.12.12.x,x.x.7.5.5.5
3496,384,15.5,Am,Em,x.x.7.5.5.5,x.x.14.12.12.12
3497,384,16.5,Em,Dm,x.x.14.12.12.12,x.x.12.10.10.10
3498,384,17.5,Dm,F/C,x.x.12.10.10.10,x.x.10.10.10.x
3499,384,18.0,F/C,G/D,x.x.10.10.10.x,x.x.12.12.12.x
3500,385,4.5,Bb,Fadd9/A,x.1.3.3.3.x,x.0.3.0.1.x
3501,385,2.5,F,Dm,1.3.3.2.x.x,x.x.0.2.3.1
3502,385,3.5,Dm,Bb,x.x.0.2.3.1,x.1.3.3.3.x
3503,385,31.5,Gm7,F,3.x.3.3.3.x,1.3.3.2.1.1
3504,385,30.5,Bb/A,Gm7,x.0.3.3.3.x,3.x.3.3.3.x
3505,385,29.5,C7sus4,Bb,x.3.3.3.1.x,x.1.3.3.3.x
3506,385,30.0,Bb,Bb/A,x.1.3.3.3.x,x.0.3.3.3.x
3507,385,28.5,Gm11,C7sus4,3.x.3.3.1.x,x.3.3.3.1.x
3508,385,27.5,Dm,Gm11,x.x.0.2.3.1,3.x.3.3.1.x
3509,385,26.5,Fadd9/A,Dm,x.0.3.0.1.x,x.x.0.2.3.1
3510,385,21.5,Bb7,Fadd9/A,x.1.x.1.3.1,x.0.3.0.1.x
3511,385,20.5,Bm7(b5),Bb13,x.2.0.2.3.1,x.1.x.1.3.3
3512,385,19.5,Dm/C,Bm7(b5),x.3.x.2.3.1,x.2.0.2.3.1
3513,385,18.5,Dm,Dm/C,x.x.0.2.3.1,x.3.x.2.3.1
3514,385,5.5,Fadd9/A,Bb,x.0.3.0.1.x,x.1.3.3.3.x
3515,385,16.5,D7,Gm7,x.5.4.5.3.x,3.5.3.3.3.x
3516,385,7.5,Fadd9/A,Em7(b5),x.0.3.0.1.x,0.1.0.0.x.x
3517,385,9.0,A,A7,x.0.2.2.x.x,x.0.2.0.2.x
3518,385,8.5,Em7(b5),A,0.1.0.0.x.x,x.0.2.2.x.x
3519,385,9.5,A7,Dm,x.0.2.0.2.x,x.x.0.2.3.1
3520,385,17.5,C7,Dm,x.3.2.3.1.x,x.x.0.2.3.1
3521,385,11.5,F7,Bb,1.3.1.2.x.x,x.1.3.3.3.x
3522,385,12.5,Bb,Eb9,x.1.3.3.3.x,x.x.1.0.2.1
3523,385,10.5,Dm,F7,x.x.0.2.3.1,1.3.1.2.x.x
3524,385,15.0,Bm7(b5),E7,x.2.0.2.3.1,0.2.0.1.3.0
3525,385,14.5,Dm,Bm7(b5),x.x.0.2.3.1,x.2.0.2.3.1
3526,385,16.0,Am7,D7,x.0.2.0.1.0,x.5.4.5.3.x
3527,385,15.5,E7,Am7,0.2.0.1.3.0,x.0.2.0.1.0
3528,385,17.0,Gm7,C7,3.5.3.3.3.x,x.3.2.3.1.x
3529,385,13.5,Eb9,Dm,x.x.1.0.2.1,x.x.0.2.3.1
3530,385,21.0,Bb13,Bb7,x.1.x.1.3.3,x.1.x.1.3.1
3531,389,74.5,Em,B5,0.2.2.0.0.x,x.2.4.4.x.x
3532,389,74.0,G,D/F#,3.2.0.0.3.x,2.x.0.2.3.x
3533,389,74.0,D/F#,Em,2.x.0.2.3.x,0.2.2.0.0.x
3534,389,73.5,A5,G,x.0.2.2.x.x,3.2.0.0.3.x
3535,389,75.0,B5,D5,x.2.4.4.x.x,x.x.0.2.3.x
3536,389,72.5,B5,A5,x.2.4.4.x.x,x.0.2.2.x.x
3537,389,71.5,D5,B5,x.x.0.2.3.x,x.2.4.4.x.x
3538,392,22.0,Bb5,F5,x.1.3.3.x.x,1.3.3.x.x.x
3539,392,56.0,D5,Bb5,x.5.7.7.x.x,x.1.3.3.x.x
3540,392,63.5,C5,F5,8.10.10.x.x.x,1.3.3.x.x.x
3541,392,20.0,F5,C/E,1.3.3.x.x.x,0.3.2.x.x.x
3542,392,62.5,Bb5,C5,6.8.8.x.x.x,8.10.10.x.x.x
3543,392,59.5,A5,D5,5.7.7.x.x.x,x.5.7.7.x.x
3544,392,59.0,F5,A5,1.3.3.x.x.x,5.7.7.x.x.x
3545,392,21.5,C5,Bb5,x.3.5.5.x.x,x.1.3.3.x.x
3546,392,22.5,F5,C5,1.3.3.x.x.x,x.3.5.5.x.x
3547,392,55.5,C5,D5,x.3.5.5.x.x,x.5.7.7.x.x
3548,392,61.5,A5,Bb5,5.7.7.x.x.x,6.8.8.x.x.x
3549,392,20.5,C/E,D5,0.3.2.x.x.x,x.5.7.7.x.x
3550,392,21.0,D5,C5,x.5.7.7.x.x,x.3.5.5.x.x
3551,392,19.5,C5,F5,x.3.5.5.x.x,1.3.3.x.x.x
3552,396,76.5,Cadd9,Cadd9,x.3.2.0.3.x,x.3.2.0.3.x
3553,396,66.5,G,G,3.2.0.0.3.3,3.2.0.0.3.3
3554,396,36.5,G,Cadd9,3.2.0.0.3.3,x.3.2.0.3.x
3555,396,25.5,G,C,3.2.0.0.3.3,x.3.2.0.1.0
3556,396,26.5,C,C,x.3.2.0.1.0,x.3.2.0.1.0
3557,396,0.0,D,Cadd9,x.x.0.2.3.2,x.3.2.0.3.x
3558,396,0.0,Cadd9,G/B,x.3.2.0.3.x,x.2.0.0.3.x
3559,396,0.5,G/B,Cadd9,x.2.0.0.3.x,x.3.2.0.3.x
3560,396,2.5,Cadd9,D,x.3.2.0.3.x,x.x.0.2.3.2
3561,396,20.5,A,C,x.0.2.2.2.0,x.3.2.0.1.0
3562,396,24.5,Em,G,0.2.2.0.0.0,3.2.0.0.3.3
3563,396,27.5,C,Em,x.3.2.0.1.0,0.2.2.0.0.0
3564,396,33.0,Cadd9,G,x.3.2.0.3.x,3.2.0.0.3.3
3565,398,7.0,Db5,Ab5,x.4.6.x.x.x,4.6.x.x.x.x
3566,398,5.0,Db5,Gb5,9.11.x.x.x.x,x.9.11.x.x.x
3567,398,4.5,Eb5,Db5,x.6.8.x.x.x,9.11.x.x.x.x
3568,398,5.5,Gb5,Bb5,x.9.11.x.x.x,6.8.x.x.x.x
3569,398,6.5,Eb5,Db5,x.6.8.x.x.x,x.4.6.x.x.x
3570,398,7.5,Ab5,Bb5,4.6.x.x.x.x,6.8.x.x.x.x
3571,398,11.0,Db5,Ab5,9.11.x.x.x.x,4.6.x.x.x.x
3572,398,31.0,Db5,Gb5,x.4.6.x.x.x,x.9.11.x.x.x
3573,398,92.5,Gb5,F5,2.4.x.x.x.x,1.3.x.x.x.x
3574,398,93.5,F5,Bb5,1.3.x.x.x.x,6.8.x.x.x.x
3575,398,4.0,Bb5,Eb5,6.8.x.x.x.x,x.6.8.x.x.x
3576,399,19.5,Dsus4,D,x.x.0.2.3.3,x.0.0.2.3.2
3577,399,20.5,D,Em,x.0.0.2.3.2,0.2.2.0.0.0
3578,399,21.5,Em,Em(maj7),0.2.2.0.0.0,0.2.2.0.4.x
3579,399,22.5,Em(maj7),Emadd9,0.2.2.0.4.x,0.2.2.0.0.2
3580,399,23.5,Emadd9,Em,0.2.2.0.0.2,0.2.2.0.0.0
3581,399,24.5,Em,A7sus4,0.2.2.0.0.0,x.0.2.0.3.0
3582,399,1.5,A,Asus2,x.0.2.2.2.x,x.0.2.2.0.x
3583,399,32.5,D,G,x.0.0.2.3.2,3.2.0.0.0.3
3584,399,18.5,Dsus2,Dsus4,x.x.0.2.3.0,x.x.0.2.3.3
3585,399,25.5,A7sus4,A7,x.0.2.0.3.0,x.0.2.0.2.0
3586,399,26.5,A7,A7sus9,x.0.2.0.2.0,x.0.2.0.0.0
3587,399,28.5,Asus2,D,x.0.2.2.0.0,x.0.0.2.3.2
3588,399,17.5,D,Dsus2,x.0.0.2.3.2,x.x.0.2.3.0
3589,399,11.5,Eadd9,E,0.2.4.1.x.x,0.2.2.1.x.x
3590,399,16.0,A/B,A/C#,x.2.2.2.2.x,x.4.2.2.2.x
3591,399,16.0,A,A/B,x.0.2.2.2.x,x.2.2.2.2.x
3592,399,12.5,E,A,0.2.2.1.x.x,x.0.2.2.2.x
3593,399,10.5,E,Eadd9,0.2.2.1.x.x,0.2.4.1.x.x
3594,399,9.5,Esus4,E,0.2.2.2.x.x,0.2.2.1.x.x
3595,399,8.5,Bm,Esus4,x.2.4.4.3.x,0.2.2.2.x.x
3596,399,7.5,Bsus4,Bm,x.2.4.4.5.x,x.2.4.4.3.x
3597,399,6.5,Bsus2,Bsus4,x.2.4.4.2.x,x.2.4.4.5.x
3598,399,5.5,Bm,Bsus2,x.2.4.4.3.x,x.2.4.4.2.x
3599,399,4.5,A,Bm,x.0.2.2.2.x,x.2.4.4.3.x
3600,399,3.5,Asus4,A,x.0.2.2.3.x,x.0.2.2.2.x
3601,399,2.5,Asus2,Asus4,x.0.2.2.0.x,x.0.2.2.3.x
3602,399,16.5,A/C#,D,x.4.2.2.2.x,x.0.0.2.3.2
3603,399,27.5,A7sus9,Asus2,x.0.2.0.0.0,x.0.2.2.0.0
3604,402,80.0,Am,F,x.0.2.2.1.x,x.x.3.2.1.1
3605,402,4.5,C,C,x.3.2.0.1.x,x.3.2.0.1.x
3606,402,3.5,F,C,x.x.3.2.1.1,x.3.2.0.1.x
3607,402,1.0,C,G/B,x.3.2.0.1.x,x.2.0.0.0.x
3608,402,2.0,Am,F,x.0.2.2.1.x,1.3.3.2.1.1
3609,402,1.5,G/B,Am,x.2.0.0.0.x,x.0.2.2.1.x
3610,402,2.5,F,C,1.3.3.2.1.1,x.3.2.0.1.x
3611,402,3.0,C,F,x.3.2.0.1.x,x.x.3.2.1.1
3612,404,28.5,F5,Bb5,1.3.3.x.x.x,6.8.8.x.x.x
3613,405,0.5,Bm7/D,A/C#,x.x.0.2.0.2,x.4.x.2.x.0
3614,405,11.0,D7M/F#,G,2.4.0.3.x.x,3.x.0.x.0.x
3615,405,10.5,G7M/B,D7M/F#,x.2.4.0.3.x,2.4.0.3.x.x
3616,405,49.0,Am7,G,5.7.5.5.5.5,3.5.5.4.3.3
3617,405,9.5,Fadd#11,C,x.x.3.5.0.5,x.3.x.0.x.0
3618,405,46.5,D7,C7,x.5.7.5.7.5,x.3.5.3.5.3
3619,405,47.0,C7,F7,x.3.5.3.5.3,1.3.1.2.1.1
3620,405,45.5,Em7,D7,x.7.9.7.8.7,x.5.7.5.7.5
3621,405,44.5,B7,Em7,7.9.7.8.7.7,x.7.9.7.8.7
3622,405,1.0,A/C#,C,x.4.x.2.x.0,x.3.x.0.x.0
3623,405,51.5,C7,B7,x.3.5.3.5.3,7.9.7.8.7.7
3624,405,7.5,Cadd#11,A/C#,x.3.4.0.x.0,x.4.x.2.x.0
3625,405,8.5,C7M/E,Fadd#11,x.x.2.4.1.3,x.x.3.5.0.5
3626,405,1.5,C,G7M/B,x.3.x.0.x.0,x.2.4.0.3.x
3627,405,2.0,G7M/B,Cadd#11,x.2.4.0.3.x,x.3.4.0.x.0
3628,405,8.0,D,C7M/E,x.x.0.2.x.2,x.x.2.4.1.3
3629,405,2.5,Cadd#11,G7M/B,x.3.4.0.x.0,x.2.4.0.3.x
3630,405,4.0,E/G#,F#7sus4,4.x.2.x.0.x,2.x.2.x.0.x
3631,405,4.0,F#7sus4,F#7add11,2.x.2.x.0.x,2.x.2.3.0.x
3632,405,3.0,G7M/B,Am,x.2.4.0.3.x,x.0.2.x.1.x
3633,405,4.5,F#7add11,E/G#,2.x.2.3.0.x,4.x.2.x.0.x
3634,405,6.0,A,G7M/B,x.0.2.x.2.x,x.2.4.0.3.x
3635,405,5.5,E/G#,A,4.x.2.x.0.x,x.0.2.x.2.x
3636,405,8.0,A/C#,D,x.4.x.2.x.0,x.x.0.2.x.2
3637,405,3.5,Am,E/G#,x.0.2.x.1.x,4.x.2.x.0.x
3638,405,0.0,C7M/E,Bm7/D,x.x.2.4.1.3,x.x.0.2.0.2
3639,406,54.5,F,F,x.8.7.5.6.x,x.8.7.5.6.x
3640,406,59.5,F,Dm,x.8.7.5.6.x,x.5.7.7.6.x
3641,406,57.5,Am,F,x.x.7.5.5.x,x.8.7.5.6.x
3642,406,56.5,Am,Am,x.x.7.5.5.x,x.x.7.5.5.x
3643,406,61.5,Dm,F,x.5.7.7.6.x,x.8.7.5.6.x
3644,406,60.5,Dm,Dm,x.5.7.7.6.x,x.5.7.7.6.x
3645,406,55.5,F,Am,x.8.7.5.6.x,x.x.7.5.5.x
3646,407,1.0,G,Asus2,3.2.0.0.3.3,x.0.2.2.0.x
3647,407,0.5,Bm,G,x.2.4.4.3.2,3.2.0.0.3.3
3648,407,17.0,G,G,3.2.0.0.3.3,3.2.0.0.3.3
3649,407,15.0,G,A,3.2.0.0.3.3,x.0.2.2.2.0
3650,407,69.0,A,G,x.0.2.2.2.0,3.2.0.0.3.3
3651,407,62.5,Bm,A,x.2.4.4.3.2,x.0.2.2.2.0
3652,407,1.5,Asus2,Bm,x.0.2.2.0.x,x.2.4.4.3.2
3653,410,14.0,G,D,3.2.0.0.0.3,x.x.0.2.3.2
3654,410,16.0,C,G,x.3.2.0.1.0,3.2.0.0.0.3
3655,410,16.5,G,Em,3.2.0.0.0.3,0.2.2.0.0.0
3656,410,22.5,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
3657,410,24.0,Em,Em7,0.2.2.0.0.0,0.2.0.0.0.0
3658,410,90.5,Emadd9,Em7,0.2.4.0.0.0,0.2.0.0.0.0
3659,410,24.5,Em7,C,0.2.0.0.0.0,x.3.2.0.1.0
3660,410,26.0,(C),G,x.3.2.0.1.0,3.2.0.0.0.3
3661,410,25.5,C,(C),x.3.2.0.1.0,x.3.2.0.1.0
3662,410,3.5,D7sus4,G,x.x.0.2.1.3,3.2.0.0.3.3
3663,410,2.5,C,D7sus4,x.3.2.0.1.3,x.x.0.2.1.3
3664,410,26.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
3665,410,107.5,G7,C,3.2.0.0.0.1,x.3.2.0.1.0
3666,410,106.5,G,G7,3.2.0.0.0.3,3.2.0.0.0.1
3667,410,12.0,D,C,x.x.0.2.3.2,x.3.2.0.1.0
3668,410,23.5,C,Em,x.3.2.0.1.0,0.2.2.0.0.0
3669,410,90.0,Em,Emadd9,0.2.2.0.0.0,0.2.4.0.0.0
3670,410,89.0,C,Cadd9,x.3.2.0.1.0,x.3.0.0.1.0
3671,410,79.5,Am,G,x.0.2.2.1.0,3.2.0.0.0.3
3672,410,78.5,D,Am,x.x.0.2.3.2,x.0.2.2.1.0
3673,410,75.5,D,G,x.x.0.2.3.2,3.2.0.0.0.3
3674,410,68.5,Em,D,0.2.2.0.0.0,x.x.0.2.3.2
3675,410,89.5,Cadd9,Em,x.3.0.0.1.0,0.2.2.0.0.0
3676,411,67.5,Ddim7,Fdim7,x.5.6.4.6.x,x.8.9.7.9.x
3677,411,66.5,Ab/Eb,Ddim7,11.x.10.8.9.x,x.5.6.4.6.x
3678,411,65.5,Edim7,Fm,0.7.8.6.8.0,x.8.10.10.9.8
3679,411,66.0,Fm,Ab/Eb,x.8.10.10.9.8,11.x.10.8.9.x
3680,411,64.5,Ab,Edim7,4.6.6.5.4.4,0.7.8.6.8.0
3681,411,64.0,Absus4,Ab,4.6.6.6.4.4,4.6.6.5.4.4
3682,411,62.5,Fm,Eb/G,1.3.3.1.1.1,3.x.1.3.4.x
3683,411,61.5,Bbm,Fm,x.1.3.3.2.1,1.3.3.1.1.1
3684,411,60.5,Cm,Bbm,x.3.5.5.4.3,x.1.3.3.2.1
3685,411,68.5,Fdim7,C/E,x.8.9.7.9.x,x.7.10.9.8.x
3686,411,63.5,Eb/G,Absus4,3.x.1.3.4.x,4.6.6.6.4.4
3687,412,1.5,Cm,F,8.10.10.8.8.8,x.8.10.10.10.x
3688,412,2.5,F,A#,x.8.10.10.10.x,6.8.8.7.x.x
3689,412,27.5,G5,F5,3.5.5.x.x.x,1.3.3.x.x.x
3690,412,3.5,A#,D#5,6.8.8.7.x.x,x.6.8.8.x.x
3691,412,44.5,D5,G,x.x.0.2.3.x,3.2.0.0.0.x
3692,412,4.0,D#5,Ab,x.6.8.8.x.x,4.6.6.5.x.x
3693,412,46.5,C,F/C,x.3.2.0.1.0,x.3.3.2.1.x
3694,412,90.0,C,G,x.3.2.0.1.0,3.2.0.0.0.x
3695,412,90.5,G,F/C,3.2.0.0.0.x,x.3.3.2.1.x
3696,412,106.0,G5,C5,3.5.5.x.x.x,x.3.5.5.x.x
3697,412,163.0,Cm7,C5,8.10.8.8.8.x,8.10.x.x.x.x
3698,412,163.0,C5,Cm7,8.10.x.x.x.x,8.10.8.8.8.x
3699,412,43.5,F/C,D5,x.3.3.2.1.x,x.x.0.2.3.x
3700,412,172.5,C7sus4(no5),C5,8.8.8.x.x.x,8.10.x.x.x.x
3701,412,176.5,C7sus4(no5),Cm,8.8.8.x.x.x,8.10.10.8.8.8
3702,412,178.0,Cm7,Csus4,8.10.8.8.8.x,8.10.10.10.8.x
3703,412,178.0,Cm,C7sus4(no5),8.10.10.8.8.8,8.8.8.x.x.x
3704,412,177.5,Cm,Cm7,8.10.10.8.8.8,8.10.8.8.8.x
3705,412,181.0,Cm,Csus4,8.10.10.8.8.8,8.10.10.10.8.x
3706,412,180.5,Cm7,Cm,8.10.8.8.8.x,8.10.10.8.8.8
3707,412,183.5,Cm,Cm,8.10.10.8.8.8,8.10.10.8.8.8
3708,412,188.0,Csus4,Cm7,8.10.10.10.8.x,8.10.8.8.8.x
3709,412,173.5,C5,C7sus4(no5),8.10.x.x.x.x,8.8.8.x.x.x
3710,412,28.5,F5,C5,1.3.3.x.x.x,x.3.5.5.x.x
3711,412,45.5,G,C,3.2.0.0.0.x,x.3.2.0.1.0
3712,412,19.0,Csus4,Cm,8.10.10.10.8.x,8.10.10.8.8.8
3713,412,21.0,Cm7,Cm6,8.10.8.8.8.x,8.x.7.8.8.x
3714,414,3.0,B,F#/Bb,7.6.4.4.4.x,6.4.4.3.2.2
3715,414,41.0,F#,G#m,x.9.x.x.11.x,x.11.x.x.12.x
3716,414,0.0,G#m,E,4.6.6.4.4.4,x.7.6.4.5.4
3717,414,46.5,B,F#,7.9.9.8.7.7,x.9.11.11.11.x
3718,414,47.5,F#,C#madd9,x.9.11.11.11.x,9.11.11.9.9.11
3719,414,48.5,C#madd9,B,9.11.11.9.9.11,7.9.9.8.7.7
3720,414,43.0,F#,E,x.9.x.x.11.x,x.7.x.x.9.x
3721,414,40.5,E,F#,x.7.x.x.9.x,x.9.x.x.11.x
3722,415,4.0,D,G,x.x.0.2.3.2,3.2.0.0.0.3
3723,415,16.5,A,A7,x.0.2.2.2.x,x.0.2.2.2.3
3724,415,32.5,G,D,x.x.x.12.12.10,x.x.0.2.3.2
3725,415,31.5,D,D,x.x.0.2.3.2,x.x.0.2.3.2
3726,415,32.0,D,G,x.x.0.2.3.2,x.x.x.12.12.10
3727,415,39.5,D,A7,x.x.0.2.3.2,x.0.2.2.2.3
